age_v,income_v,employment_length_v,loan_amount_v,loan_interest_rate_v,loan_percent_income_v,credit_history_length_v,age_a,income_a,employment_length_a,loan_amount_a,loan_interest_rate_a,loan_percent_income_a,credit_history_length_a,y,loan_intent,home_ownership,default_on_file,id
23,74000,3.0,25000,10.36,0.34,3,0.033,0.156,0.013,0.249,0.036,0.198,0.005,0.899,MEDICAL,RENT,N,184
25,75000,9.0,25000,10.36,0.33,2,0.01,-0.16,0.054,0.259,0.082,0.086,-0.013,0.529,DEBTCONSOLIDATION,RENT,N,185
21,192000,123.0,20000,6.54,0.1,4,0.005,-0.275,0.012,0.11,-0.052,-0.005,-0.004,0.002,VENTURE,MORTGAGE,N,186
25,191000,1.0,10000,12.53,0.05,4,0.02,-0.174,0.001,0.033,0.001,-0.01,0.01,0.09,MEDICAL,MORTGAGE,N,187
24,75000,4.0,25000,10.25,0.33,4,0.033,-0.183,0.017,0.217,0.123,0.172,-0.002,0.586,EDUCATION,RENT,N,188
22,71000,1.0,25000,15.95,0.35,4,-0.021,-0.036,0.066,0.232,0.293,0.011,-0.002,0.753,EDUCATION,RENT,Y,189
26,190000,3.0,20000,12.18,0.11,4,0.017,-0.323,-0.014,0.146,0.014,-0.015,-0.003,0.031,VENTURE,MORTGAGE,N,190
23,189996,0.0,24000,11.83,0.13,3,-0.0,-0.365,-0.003,0.2,-0.004,-0.019,-0.006,0.014,PERSONAL,OWN,N,191
23,78000,1.0,25000,10.62,0.32,3,0.033,-0.023,0.029,0.243,0.024,0.167,0.008,0.691,VENTURE,RENT,N,192
23,78504,7.0,25000,10.74,0.32,3,0.009,0.002,0.004,0.269,0.035,0.085,0.023,0.638,VENTURE,RENT,N,193
25,186000,9.0,10000,10.25,0.05,4,0.01,-0.203,0.009,0.018,-0.027,0.001,0.004,0.022,VENTURE,OWN,N,194
25,185000,6.0,15000,15.27,0.08,2,-0.006,-0.356,-0.011,0.061,0.139,0.01,-0.009,0.038,VENTURE,RENT,N,195
24,62050,8.0,25000,15.33,0.34,2,-0.013,-0.002,-0.046,0.3,0.279,0.01,-0.003,0.735,MEDICAL,RENT,Y,196
23,79416,7.0,25000,15.21,0.31,2,-0.003,0.017,0.004,0.236,0.318,0.063,0.022,0.867,VENTURE,RENT,Y,197
21,14400,4.0,6250,14.72,0.43,2,-0.015,0.461,-0.015,-0.026,0.02,0.354,0.007,0.996,VENTURE,OWN,N,198
24,79631,8.0,25000,15.7,0.31,2,-0.016,0.007,-0.016,0.231,0.29,0.039,-0.004,0.74,PERSONAL,RENT,Y,199
24,79632,0.0,25000,13.35,0.31,4,0.007,-0.012,0.053,0.217,0.195,0.195,0.01,0.875,EDUCATION,RENT,N,200
24,80000,6.0,25000,6.62,0.31,2,-0.015,-0.201,-0.021,0.209,-0.042,0.141,0.046,0.327,EDUCATION,RENT,N,201
26,80000,5.0,25000,13.61,0.31,4,-0.016,-0.3,-0.015,0.244,0.055,0.129,-0.002,0.305,DEBTCONSOLIDATION,RENT,N,202
22,185000,4.0,25000,11.36,0.14,2,-0.005,-0.386,-0.008,0.223,-0.01,-0.004,0.005,0.024,MEDICAL,RENT,N,203
26,185000,10.0,5000,7.68,0.03,2,0.003,-0.14,0.002,-0.014,-0.077,0.012,0.005,0.001,PERSONAL,OWN,N,204
24,184992,7.0,22000,14.46,0.12,4,-0.001,-0.42,-0.031,0.137,0.195,-0.026,-0.01,0.054,HOMEIMPROVEMENT,RENT,Y,205
23,184000,5.0,2500,11.83,0.01,2,-0.011,-0.117,-0.009,-0.022,-0.023,-0.026,0.002,0.004,EDUCATION,OWN,N,206
24,172000,6.0,20000,13.47,0.12,4,0.024,-0.274,0.012,0.152,0.057,-0.031,-0.001,0.149,DEBTCONSOLIDATION,MORTGAGE,Y,207
24,183000,2.0,20000,11.49,0.11,3,0.004,-0.333,-0.007,0.146,-0.0,-0.013,-0.0,0.007,MEDICAL,MORTGAGE,N,208
25,182952,9.0,15000,6.03,0.08,3,0.008,-0.224,0.019,0.066,-0.094,0.02,-0.001,0.005,PERSONAL,MORTGAGE,N,209
23,74004,7.0,25000,16.35,0.34,4,0.006,0.088,-0.045,0.217,0.269,0.049,-0.001,0.793,DEBTCONSOLIDATION,RENT,N,210
25,81000,5.0,25000,7.29,0.31,3,0.044,-0.107,-0.014,0.264,-0.062,0.184,0.046,0.566,DEBTCONSOLIDATION,RENT,N,211
23,81600,1.0,25000,11.36,0.31,3,0.007,-0.084,0.078,0.244,0.052,0.254,0.011,0.773,MEDICAL,RENT,N,212
24,82000,8.0,25000,10.25,0.3,2,0.006,-0.117,0.018,0.228,-0.014,-0.266,0.009,0.072,VENTURE,RENT,N,213
24,83000,5.0,25000,11.12,0.3,3,0.015,-0.003,-0.022,0.271,0.01,-0.233,0.019,0.268,EDUCATION,RENT,N,214
24,83000,5.0,25000,12.92,0.3,3,-0.01,-0.043,-0.013,0.283,0.054,-0.231,0.002,0.253,PERSONAL,RENT,Y,215
24,180000,8.0,18000,18.64,0.1,4,-0.026,-0.38,-0.039,0.101,0.286,-0.018,0.005,0.139,EDUCATION,RENT,Y,216
23,180000,8.0,28000,7.51,0.16,3,0.01,-0.296,0.006,0.158,-0.064,-0.022,0.001,0.003,PERSONAL,MORTGAGE,N,217
23,14400,2.0,4000,16.7,0.28,2,-0.012,0.43,0.044,-0.007,0.273,0.06,-0.0,0.997,HOMEIMPROVEMENT,OWN,N,218
22,14400,0.0,2100,11.14,0.15,4,-0.025,0.193,-0.0,-0.012,-0.043,-0.223,-0.007,0.093,PERSONAL,OWN,N,219
22,84500,6.0,25000,18.3,0.3,4,-0.009,-0.099,-0.045,0.234,0.405,-0.19,-0.006,0.5,PERSONAL,RENT,N,220
24,85000,5.0,25000,10.62,0.29,4,0.003,-0.166,-0.016,0.199,-0.038,-0.176,-0.002,0.014,MEDICAL,RENT,N,221
24,180000,7.0,14000,11.99,0.08,2,0.003,-0.267,0.003,0.049,-0.009,0.023,0.0,0.012,VENTURE,MORTGAGE,N,222
26,180000,2.0,12000,9.63,0.07,4,0.007,-0.219,-0.004,0.05,-0.036,0.021,0.003,0.03,VENTURE,MORTGAGE,N,223
25,142800,9.0,10000,18.25,0.06,4,0.042,-0.226,-0.029,0.044,0.39,0.06,0.038,0.53,MEDICAL,MORTGAGE,N,224
24,87000,8.0,25000,14.84,0.29,3,-0.016,-0.222,-0.038,0.246,0.278,-0.258,-0.004,0.195,HOMEIMPROVEMENT,RENT,N,225
24,75000,0.0,25000,14.7,0.33,3,0.009,-0.188,0.09,0.211,0.195,0.168,-0.0,0.695,VENTURE,RENT,Y,226
23,76000,7.0,25000,16.02,0.33,4,0.001,-0.008,0.006,0.221,0.342,0.063,0.003,0.838,DEBTCONSOLIDATION,RENT,N,227
23,66215,1.0,25000,15.37,0.32,2,0.011,0.061,0.039,0.21,0.326,0.106,-0.003,0.959,MEDICAL,RENT,Y,228
25,90000,9.0,25000,10.99,0.28,4,0.01,-0.225,-0.004,0.174,-0.03,-0.12,-0.005,0.011,MEDICAL,RENT,N,229
21,15000,0.0,6200,7.9,0.41,2,-0.024,0.495,0.013,-0.021,-0.038,0.369,-0.004,0.998,HOMEIMPROVEMENT,OWN,N,230
26,180000,2.0,25000,10.99,0.14,4,0.012,-0.353,-0.009,0.213,-0.034,-0.012,-0.007,0.02,PERSONAL,OWN,N,231
24,180000,8.0,21000,11.48,0.12,3,0.002,-0.367,0.012,0.147,0.006,-0.003,-0.002,0.004,EDUCATION,OWN,N,232
25,180000,9.0,20000,14.26,0.11,4,0.016,-0.396,0.029,0.157,0.056,-0.01,-0.002,0.059,MEDICAL,OWN,Y,233
26,180000,0.0,10000,8.0,0.06,4,0.005,-0.149,0.007,0.015,-0.081,0.001,0.003,0.011,HOMEIMPROVEMENT,OWN,N,234
25,180000,3.0,9950,11.26,0.06,2,0.009,-0.173,-0.008,0.015,-0.019,-0.007,0.005,0.032,VENTURE,MORTGAGE,N,235
23,78000,2.0,25000,16.32,0.32,3,-0.002,-0.001,0.036,0.189,0.353,0.089,0.005,0.879,VENTURE,RENT,Y,236
25,66300,3.0,25000,17.93,0.32,4,0.013,0.057,-0.001,0.191,0.369,0.134,0.002,0.974,MEDICAL,RENT,Y,237
23,90000,0.0,25000,11.36,0.28,3,-0.001,-0.271,0.002,0.18,-0.019,-0.086,-0.002,0.012,DEBTCONSOLIDATION,RENT,N,238
24,79000,9.0,25000,14.96,0.32,4,-0.004,0.012,-0.01,0.219,0.347,0.057,0.002,0.832,DEBTCONSOLIDATION,RENT,Y,239
24,91800,4.0,25000,13.43,0.27,3,-0.029,-0.177,-0.012,0.225,0.033,-0.149,0.005,0.106,PERSONAL,RENT,Y,240
25,92000,6.0,25000,12.69,0.27,3,0.017,-0.29,-0.013,0.189,0.009,-0.086,-0.007,0.027,HOMEIMPROVEMENT,RENT,N,241
24,92000,1.0,25000,12.73,0.27,4,0.015,-0.284,0.025,0.185,0.008,-0.11,-0.001,0.047,VENTURE,RENT,Y,242
23,93600,3.0,25000,15.21,0.27,4,-0.011,-0.219,-0.045,0.25,0.281,-0.172,-0.009,0.284,VENTURE,RENT,N,243
23,15000,1.0,1750,12.68,0.12,3,-0.025,0.196,0.006,-0.087,-0.027,-0.224,-0.006,0.043,MEDICAL,MORTGAGE,Y,244
23,70550,3.0,25000,19.04,0.3,4,-0.014,-0.034,-0.06,0.327,0.37,-0.146,-0.002,0.65,MEDICAL,RENT,Y,245
25,83800,2.0,25000,15.95,0.3,3,0.013,-0.027,0.076,0.288,0.35,-0.132,0.007,0.786,DEBTCONSOLIDATION,RENT,Y,246
26,175000,3.0,2600,8.9,0.01,4,0.001,-0.13,-0.006,-0.018,-0.042,-0.012,0.0,0.003,VENTURE,MORTGAGE,N,247
25,175000,10.0,8000,7.9,0.05,2,0.008,-0.147,0.004,-0.016,-0.046,-0.009,0.001,0.004,HOMEIMPROVEMENT,MORTGAGE,N,248
23,175000,8.0,21000,11.99,0.12,3,-0.001,-0.37,0.012,0.148,0.009,-0.003,-0.001,0.004,PERSONAL,MORTGAGE,N,249
23,15000,4.0,4000,13.98,0.27,4,-0.008,0.616,-0.01,-0.027,0.002,0.213,-0.001,0.996,DEBTCONSOLIDATION,OWN,N,250
23,15000,4.0,4600,10.99,0.31,2,-0.016,0.453,0.002,-0.023,0.001,0.368,0.006,0.999,VENTURE,OWN,N,251
22,88000,6.0,25000,15.58,0.28,2,-0.02,-0.046,-0.053,0.291,0.376,-0.122,-0.006,0.631,DEBTCONSOLIDATION,RENT,Y,252
25,74800,2.0,25000,10.99,0.28,2,0.05,0.15,0.018,0.335,-0.008,-0.168,0.04,0.628,MEDICAL,RENT,N,253
25,88000,0.0,25000,14.96,0.28,4,0.028,0.024,0.074,0.272,0.46,-0.092,-0.003,0.972,VENTURE,RENT,N,254
25,15000,2.0,1750,15.31,0.12,4,-0.036,0.183,0.059,-0.166,0.248,-0.196,-0.004,0.299,HOMEIMPROVEMENT,OWN,Y,255
26,88000,2.0,25000,15.65,0.28,3,0.029,0.017,0.07,0.248,0.472,-0.077,-0.002,0.968,VENTURE,RENT,N,256
25,100000,1.0,25000,9.33,0.25,4,0.008,-0.208,0.013,0.176,-0.073,-0.097,-0.004,0.024,VENTURE,RENT,N,257
23,15000,0.0,3600,13.47,0.24,4,-0.007,0.595,0.013,-0.016,0.0,0.203,-0.001,0.997,PERSONAL,MORTGAGE,N,258
24,102400,8.0,25000,10.36,0.24,3,-0.003,-0.266,-0.002,0.185,-0.017,-0.092,-0.002,0.014,PERSONAL,RENT,N,259
24,92000,1.0,25000,16.77,0.27,4,0.023,-0.276,0.101,0.172,0.367,-0.136,-0.014,0.446,HOMEIMPROVEMENT,RENT,Y,260
23,93000,0.0,25000,14.59,0.27,2,-0.012,-0.127,0.119,0.219,0.443,-0.106,0.017,0.762,DEBTCONSOLIDATION,RENT,Y,261
22,175000,6.0,3500,11.91,0.02,2,-0.015,-0.129,-0.008,-0.03,-0.018,-0.007,0.004,0.006,VENTURE,RENT,Y,262
23,175000,3.0,7200,8.38,0.04,3,-0.005,-0.143,-0.006,-0.013,-0.045,0.003,0.002,0.003,EDUCATION,MORTGAGE,N,263
25,174708,9.0,9000,10.59,0.05,3,0.013,-0.158,-0.018,0.018,-0.037,-0.003,-0.003,0.021,VENTURE,RENT,N,264
25,174000,2.0,8800,14.27,0.05,3,0.022,-0.178,-0.01,0.044,0.052,0.009,0.007,0.155,DEBTCONSOLIDATION,MORTGAGE,N,265
26,174000,8.0,12000,12.53,0.07,4,0.03,-0.194,-0.002,0.054,0.001,0.021,0.008,0.126,DEBTCONSOLIDATION,RENT,N,266
25,162000,5.0,25000,16.0,0.15,3,0.017,-0.344,-0.017,0.213,0.291,-0.065,-0.008,0.298,DEBTCONSOLIDATION,MORTGAGE,Y,267
26,173467,10.0,10000,11.71,0.06,4,0.02,-0.2,-0.022,0.021,-0.012,0.02,0.005,0.042,VENTURE,MORTGAGE,N,268
21,15000,0.0,3175,11.54,0.21,3,-0.011,0.612,0.01,-0.019,-0.01,0.205,-0.0,0.998,HOMEIMPROVEMENT,OWN,Y,269
25,96000,2.0,25000,15.68,0.26,4,0.008,-0.205,0.096,0.194,0.411,-0.091,-0.018,0.605,HOMEIMPROVEMENT,RENT,Y,270
21,15120,0.0,1500,10.59,0.1,2,-0.037,0.221,-0.002,-0.063,-0.059,-0.201,0.0,0.069,EDUCATION,MORTGAGE,N,271
24,97908,8.0,25000,12.61,0.26,2,0.012,-0.177,-0.009,0.221,0.04,-0.145,0.056,0.207,HOMEIMPROVEMENT,RENT,Y,272
23,15204,7.0,2800,8.49,0.18,3,-0.007,0.628,-0.0,-0.015,-0.029,0.209,0.002,0.996,PERSONAL,MORTGAGE,N,273
25,159600,0.0,30000,17.27,0.19,4,0.007,-0.252,0.025,0.185,0.482,-0.057,-0.002,0.598,PERSONAL,RENT,Y,274
24,171500,6.0,18000,8.9,0.1,4,0.009,-0.197,0.008,0.085,-0.054,-0.032,-0.004,0.025,DEBTCONSOLIDATION,RENT,N,275
25,170004,3.0,10000,11.11,0.06,4,0.014,-0.135,-0.007,0.023,-0.051,-0.006,0.002,0.05,MEDICAL,MORTGAGE,N,276
24,158004,0.0,25000,14.59,0.16,2,0.064,-0.217,0.072,0.173,0.449,0.007,0.015,0.773,HOMEIMPROVEMENT,RENT,Y,277
26,170000,0.0,13000,12.42,0.08,3,0.021,-0.203,0.004,0.041,-0.013,-0.002,-0.011,0.048,VENTURE,RENT,N,278
24,110000,7.0,25000,15.7,0.23,2,-0.011,-0.381,-0.045,0.177,0.195,-0.069,0.002,0.076,HOMEIMPROVEMENT,RENT,Y,279
22,15360,7.0,2500,12.53,0.16,3,-0.009,0.589,0.002,-0.019,-0.007,0.224,0.001,0.991,HOMEIMPROVEMENT,OWN,N,280
25,134300,3.0,5000,16.49,0.03,2,0.044,-0.06,-0.016,0.044,0.418,0.105,0.05,0.795,MEDICAL,RENT,N,281
25,170000,2.0,20000,7.49,0.12,2,0.011,-0.2,-0.014,0.109,-0.073,-0.032,0.003,0.014,EDUCATION,MORTGAGE,N,282
22,100580,6.0,25000,14.96,0.25,2,-0.008,-0.233,-0.03,0.291,0.346,-0.119,0.031,0.489,DEBTCONSOLIDATION,RENT,Y,283
25,113000,7.0,25000,12.73,0.22,4,0.027,-0.224,-0.037,0.239,0.021,-0.12,-0.009,0.107,MEDICAL,RENT,Y,284
24,120000,8.0,25000,10.65,0.21,4,-0.001,-0.322,0.001,0.189,-0.011,-0.054,-0.004,0.006,EDUCATION,RENT,N,285
25,120000,6.0,25000,10.74,0.21,2,0.012,-0.304,0.004,0.195,-0.008,-0.066,0.011,0.055,MEDICAL,RENT,N,286
23,120000,7.0,25000,9.99,0.21,2,0.002,-0.331,0.005,0.187,-0.022,-0.046,0.005,0.011,EDUCATION,RENT,N,287
24,91800,5.0,25000,15.33,0.23,2,-0.017,-0.03,-0.051,0.323,0.412,-0.077,0.008,0.778,MEDICAL,RENT,Y,288
21,15600,5.0,1000,7.29,0.06,4,-0.02,0.234,-0.001,-0.055,-0.09,-0.169,-0.004,0.104,VENTURE,OWN,N,289
26,108000,2.0,25000,15.05,0.23,3,0.01,-0.05,0.062,0.311,0.464,-0.063,-0.003,0.94,PERSONAL,RENT,N,290
26,129996,6.0,25000,10.75,0.19,3,0.017,-0.261,-0.007,0.186,-0.039,-0.066,-0.003,0.038,PERSONAL,RENT,N,291
23,130000,4.0,25000,16.02,0.19,2,-0.014,-0.428,-0.028,0.182,0.211,-0.043,0.001,0.09,EDUCATION,RENT,Y,292
23,130000,7.0,25000,11.49,0.19,4,0.001,-0.373,-0.002,0.197,0.006,-0.031,-0.004,0.004,VENTURE,RENT,N,293
25,170000,4.0,20000,12.53,0.12,4,0.016,-0.281,-0.007,0.141,0.026,-0.034,-0.002,0.067,EDUCATION,OWN,N,294
26,170000,0.0,12000,13.57,0.07,2,0.021,-0.192,0.008,0.045,0.028,-0.005,-0.008,0.107,VENTURE,MORTGAGE,Y,295
22,169000,1.0,14000,11.14,0.08,3,0.001,-0.194,-0.001,0.038,-0.045,0.003,-0.002,0.01,PERSONAL,RENT,N,296
26,168750,10.0,24250,12.87,0.14,3,0.022,-0.386,-0.009,0.205,0.005,-0.002,-0.008,0.037,MEDICAL,RENT,Y,297
23,168600,3.0,20000,11.58,0.12,3,-0.001,-0.307,-0.016,0.144,0.003,-0.018,-0.002,0.013,EDUCATION,RENT,N,298
24,168288,5.0,1800,11.12,0.01,3,0.018,-0.106,-0.008,-0.045,-0.045,-0.007,-0.004,0.012,HOMEIMPROVEMENT,RENT,N,299
25,168000,2.0,35000,10.65,0.21,2,0.02,-0.315,-0.001,0.256,0.003,-0.068,0.009,0.114,PERSONAL,MORTGAGE,N,300
24,133300,6.0,25000,10.37,0.19,2,0.003,-0.31,0.005,0.196,-0.021,-0.058,0.005,0.031,DEBTCONSOLIDATION,RENT,N,301
24,15600,5.0,3300,6.39,0.21,4,-0.006,0.643,-0.006,-0.02,-0.068,0.227,0.001,0.981,HOMEIMPROVEMENT,OWN,N,302
24,134000,8.0,25000,16.07,0.19,3,0.007,-0.313,-0.066,0.183,0.301,-0.077,-0.013,0.232,PERSONAL,RENT,Y,303
25,134000,7.0,25000,10.62,0.19,2,0.016,-0.306,0.004,0.192,-0.017,-0.075,0.008,0.032,MEDICAL,RENT,N,304
25,15600,0.0,3200,18.09,0.21,2,-0.002,0.375,0.043,-0.003,0.308,0.069,-0.003,0.997,VENTURE,OWN,N,305
25,135000,5.0,25000,11.36,0.19,4,0.013,-0.309,-0.011,0.197,-0.018,-0.052,-0.007,0.023,EDUCATION,RENT,N,306
26,135660,10.0,25000,12.53,0.18,4,0.016,-0.347,-0.015,0.219,0.011,-0.049,-0.005,0.04,DEBTCONSOLIDATION,RENT,N,307
25,145000,0.0,25000,9.99,0.17,4,0.004,-0.277,0.004,0.185,-0.054,-0.041,-0.003,0.028,EDUCATION,RENT,N,308
23,150000,4.0,25000,10.36,0.17,3,0.005,-0.336,-0.014,0.187,-0.021,-0.029,0.001,0.003,EDUCATION,RENT,N,309
23,165000,3.0,9600,5.99,0.06,3,-0.005,-0.125,-0.006,0.01,-0.073,-0.01,0.0,0.0,EDUCATION,MORTGAGE,N,310
22,153000,5.0,24000,15.62,0.16,2,0.047,-0.214,0.004,0.244,0.38,0.07,0.007,0.748,DEBTCONSOLIDATION,MORTGAGE,Y,311
24,165000,5.0,20000,10.37,0.12,4,0.01,-0.329,0.002,0.146,-0.015,-0.01,-0.003,0.012,PERSONAL,MORTGAGE,N,312
25,165000,0.0,25000,19.74,0.15,4,-0.005,-0.396,-0.016,0.153,0.407,-0.086,-0.004,0.262,HOMEIMPROVEMENT,MORTGAGE,N,313
21,165000,5.0,20000,6.91,0.12,4,-0.004,-0.226,-0.002,0.11,-0.072,-0.014,-0.001,0.001,EDUCATION,MORTGAGE,N,314
23,16000,7.0,6000,7.9,0.38,2,-0.019,0.534,-0.006,-0.023,-0.03,0.33,-0.001,0.996,MEDICAL,OWN,N,315
23,16000,3.0,2275,13.06,0.14,4,-0.026,0.215,-0.025,-0.061,0.049,-0.203,-0.006,0.151,DEBTCONSOLIDATION,MORTGAGE,Y,316
23,16000,7.0,2000,6.39,0.13,3,-0.035,0.206,0.001,-0.063,-0.086,-0.224,0.002,0.011,PERSONAL,OWN,N,317
23,148000,1.0,25000,14.93,0.17,3,-0.013,-0.137,0.109,0.23,0.453,0.004,-0.006,0.85,DEBTCONSOLIDATION,RENT,N,318
23,16000,1.0,5600,12.84,0.35,4,-0.009,0.407,0.025,-0.02,0.032,0.351,0.001,0.997,MEDICAL,MORTGAGE,N,319
24,16020,3.0,3625,17.14,0.23,2,-0.003,0.447,-0.014,0.003,0.245,0.103,0.005,0.996,VENTURE,OWN,Y,320
22,16094,2.0,5500,7.14,0.34,3,-0.014,0.513,0.006,-0.026,-0.062,0.367,0.003,0.995,VENTURE,MORTGAGE,N,321
25,175000,2.0,25000,8.9,0.14,2,0.003,-0.3,-0.013,0.19,-0.058,-0.022,0.002,0.012,PERSONAL,RENT,N,322
22,16200,6.0,2000,12.42,0.12,3,-0.024,0.198,-0.001,-0.072,-0.016,-0.215,-0.004,0.076,PERSONAL,OWN,N,323
24,185000,7.0,25000,12.68,0.14,2,0.0,-0.417,0.003,0.223,0.004,-0.003,-0.001,0.02,HOMEIMPROVEMENT,RENT,Y,324
25,162000,9.0,25000,11.03,0.15,2,0.015,-0.346,0.021,0.198,-0.011,-0.054,0.004,0.037,PERSONAL,RENT,N,325
26,161000,10.0,30000,7.9,0.19,4,0.011,-0.331,0.014,0.213,-0.063,-0.047,-0.002,0.004,VENTURE,RENT,N,326
22,160000,0.0,35000,10.65,0.22,4,-0.011,-0.354,0.013,0.233,-0.013,-0.056,-0.005,0.017,MEDICAL,MORTGAGE,N,327
25,225000,5.0,25000,11.86,0.11,4,0.019,-0.382,-0.001,0.252,-0.003,0.002,-0.009,0.088,VENTURE,RENT,N,328
25,16400,1.0,5000,8.94,0.3,4,-0.008,0.637,0.005,-0.007,-0.038,0.199,0.0,0.998,PERSONAL,OWN,N,329
23,16500,6.0,4375,9.63,0.27,4,-0.01,0.642,-0.003,-0.024,-0.025,0.207,-0.0,0.997,VENTURE,OWN,N,330
25,49500,6.0,24750,14.22,0.5,3,0.024,0.122,-0.015,0.236,0.168,0.124,-0.002,0.868,PERSONAL,RENT,N,331
23,60000,4.0,24750,9.33,0.41,3,0.027,-0.013,0.013,0.388,-0.022,0.178,-0.013,0.768,DEBTCONSOLIDATION,RENT,N,332
24,84200,8.0,24500,13.85,0.29,4,-0.013,-0.124,-0.014,0.216,0.02,-0.226,-0.003,0.066,MEDICAL,RENT,N,333
22,16800,5.0,2000,10.65,0.12,2,-0.047,0.239,-0.002,-0.055,-0.025,-0.196,0.039,0.162,EDUCATION,MORTGAGE,N,334
24,92000,8.0,24500,11.46,0.27,4,0.004,-0.238,-0.008,0.155,-0.011,-0.094,-0.006,0.012,MEDICAL,RENT,N,335
23,160000,5.0,35000,7.66,0.22,2,0.002,-0.258,-0.02,0.184,-0.061,-0.053,0.003,0.008,PERSONAL,MORTGAGE,N,336
24,160000,9.0,12000,16.77,0.07,4,-0.029,-0.304,-0.065,0.033,0.288,0.061,0.018,0.21,VENTURE,MORTGAGE,N,337
25,160000,1.0,12000,9.63,0.07,4,0.009,-0.211,-0.002,0.052,-0.04,0.011,0.004,0.032,PERSONAL,MORTGAGE,N,338
26,160000,6.0,25000,12.23,0.16,4,0.013,-0.372,-0.007,0.21,0.024,-0.034,-0.004,0.041,PERSONAL,RENT,Y,339
25,125800,0.0,10000,14.09,0.07,4,0.035,-0.221,0.039,0.057,0.151,-0.018,0.018,0.272,MEDICAL,MORTGAGE,N,340
25,54000,2.0,24250,13.98,0.45,4,0.013,0.19,0.006,0.246,0.141,0.145,0.004,0.955,PERSONAL,RENT,N,341
23,62500,1.0,24250,10.62,0.39,4,0.024,0.069,0.054,0.271,0.066,0.164,-0.008,0.849,EDUCATION,RENT,N,342
25,68400,9.0,24250,17.56,0.35,4,-0.003,-0.045,-0.027,0.194,0.423,0.015,0.008,0.775,PERSONAL,RENT,N,343
26,56045,1.0,24250,14.96,0.37,2,0.013,0.067,0.048,0.212,0.306,0.082,0.007,0.945,MEDICAL,RENT,N,344
22,74000,7.0,24250,15.65,0.33,2,0.022,0.118,-0.023,0.265,0.218,0.076,0.01,0.895,DEBTCONSOLIDATION,RENT,Y,345
24,65453,9.0,24250,15.7,0.31,2,-0.016,0.03,-0.05,0.288,0.322,0.059,-0.005,0.837,MEDICAL,RENT,N,346
24,89908,1.0,24250,12.53,0.27,3,0.009,-0.157,0.01,0.217,0.009,-0.118,-0.043,0.137,VENTURE,RENT,N,347
26,78000,0.0,24250,17.56,0.31,3,-0.003,-0.056,0.052,0.182,0.29,0.064,0.003,0.742,HOMEIMPROVEMENT,RENT,Y,348
23,100000,0.0,24250,12.87,0.24,2,-0.004,-0.262,0.015,0.163,-0.008,-0.08,-0.004,0.03,PERSONAL,RENT,Y,349
23,103000,6.0,24250,15.7,0.24,2,-0.036,-0.264,-0.054,0.219,0.225,-0.095,0.004,0.208,PERSONAL,RENT,N,350
25,160000,5.0,15000,11.14,0.09,4,0.003,-0.255,-0.0,0.073,-0.027,0.007,-0.001,0.009,VENTURE,OWN,N,351
24,160000,3.0,20000,16.0,0.13,3,0.029,-0.336,-0.026,0.116,0.285,-0.034,-0.002,0.242,VENTURE,MORTGAGE,N,352
23,160000,2.0,25000,15.65,0.16,2,-0.018,-0.415,0.016,0.168,0.275,-0.004,-0.013,0.218,EDUCATION,MORTGAGE,Y,353
21,160000,3.0,15250,15.31,0.1,4,-0.033,-0.3,-0.039,0.057,0.162,-0.026,0.001,0.033,VENTURE,MORTGAGE,Y,354
25,160000,3.0,20000,13.47,0.13,2,0.01,-0.276,-0.022,0.12,0.032,-0.043,0.0,0.032,VENTURE,MORTGAGE,Y,355
22,16800,0.0,4750,13.85,0.28,2,-0.014,0.614,0.01,-0.017,0.005,0.179,0.009,0.996,HOMEIMPROVEMENT,MORTGAGE,Y,356
21,16800,0.0,6000,10.39,0.36,4,-0.023,0.461,0.015,-0.016,-0.017,0.368,-0.0,0.997,VENTURE,MORTGAGE,N,357
25,115200,0.0,24250,11.36,0.21,2,0.009,-0.275,0.02,0.189,-0.002,-0.053,0.008,0.106,HOMEIMPROVEMENT,RENT,N,358
23,144000,0.0,24250,11.83,0.17,3,-0.004,-0.333,-0.0,0.189,-0.011,-0.025,-0.002,0.025,EDUCATION,RENT,N,359
23,287000,3.0,24250,12.53,0.08,3,-0.001,-0.423,-0.008,0.21,0.004,0.02,-0.006,0.005,EDUCATION,RENT,N,360
22,108000,1.0,24150,14.96,0.22,3,-0.018,-0.048,0.089,0.277,0.483,-0.041,-0.01,0.942,HOMEIMPROVEMENT,RENT,Y,361
22,43000,7.0,24000,13.85,0.56,3,0.04,0.038,0.024,0.242,0.173,0.207,0.003,0.936,DEBTCONSOLIDATION,RENT,Y,362
23,47004,1.0,24000,11.58,0.51,4,0.02,0.052,0.055,0.233,0.019,0.163,-0.0,0.751,VENTURE,RENT,N,363
24,48000,4.0,24000,16.29,0.5,2,0.008,0.023,-0.016,0.199,0.291,0.113,-0.015,0.813,VENTURE,RENT,Y,364
21,44964,2.0,24000,16.29,0.53,2,-0.013,0.084,0.017,0.139,0.355,0.106,-0.008,0.891,EDUCATION,RENT,Y,365
24,47000,3.0,24000,17.8,0.51,2,0.014,0.074,-0.011,0.168,0.321,0.177,-0.019,0.933,PERSONAL,RENT,N,366
22,17400,6.0,1000,11.36,0.06,2,-0.02,0.222,-0.001,-0.102,-0.054,-0.186,-0.003,0.065,VENTURE,MORTGAGE,N,367
